job_id,workload,started_at,duration_minutes,result,data_size_gb,restore_tested,repository
BKP-5674,PKI,2026-04-07T05:00,89,Success,187,0,Primary Repository
BKP-5675,Windows Servers,2026-03-25T04:00,62,Success,411,0,SaaS Backup
BKP-5676,Linux Servers,2026-04-22T19:00,76,Success,194,0,SaaS Backup
BKP-5677,Linux Servers,2026-04-07T01:00,107,Success,47,0,Immutable Repository
BKP-5678,Linux Servers,2026-04-28T03:00,24,Success,461,0,AWS Backup Vault
BKP-5679,File Services,2026-07-26T23:00,109,Success,476,0,Primary Repository
BKP-5680,PKI,2026-06-22T22:00,91,Success,760,0,SaaS Backup
BKP-5681,Linux Servers,2026-02-09T06:00,91,Success,356,0,SaaS Backup
BKP-5682,Linux Servers,2026-04-14T00:00,100,Success,207,0,SaaS Backup
BKP-5683,PKI,2026-07-09T06:00,86,Success,637,0,Primary Repository
BKP-5684,File Services,2026-07-20T18:00,125,Success,738,0,Immutable Repository
BKP-5685,AWS RDS,2026-04-07T10:00,35,Success,2,0,Immutable Repository
BKP-5686,File Services,2026-06-22T21:00,140,Success,567,0,Immutable Repository
BKP-5687,File Services,2026-04-08T16:00,40,Success,706,0,AWS Backup Vault
BKP-5688,Linux Servers,2026-04-05T10:00,119,Success,90,0,SaaS Backup
BKP-5689,Active Directory,2026-05-21T02:00,134,Success,304,0,Primary Repository
BKP-5690,AWS RDS,2026-04-07T10:00,130,Success,183,0,SaaS Backup
BKP-5691,AWS RDS,2026-05-29T00:00,136,Success,621,0,AWS Backup Vault
BKP-5692,Active Directory,2026-07-26T17:00,49,Success,585,0,AWS Backup Vault
BKP-5693,Linux Servers,2026-02-09T02:00,122,Success,163,1,SaaS Backup
BKP-5694,Microsoft 365,2026-06-05T18:00,121,Success,585,0,AWS Backup Vault
BKP-5695,Active Directory,2026-02-01T06:00,120,Success,471,0,Primary Repository
BKP-5696,Windows Servers,2026-04-07T22:00,134,Success,408,1,AWS Backup Vault
BKP-5697,Microsoft 365,2026-07-17T20:00,45,Success,213,0,AWS Backup Vault
BKP-5698,Active Directory,2026-05-26T03:00,157,Success,307,0,SaaS Backup
BKP-5699,PKI,2026-03-24T03:00,34,Success,738,0,Immutable Repository
BKP-5700,Microsoft 365,2026-06-05T06:00,125,Success,661,0,SaaS Backup
BKP-5701,PKI,2026-02-11T15:00,140,Success,75,0,AWS Backup Vault
BKP-5702,PKI,2026-05-21T15:00,98,Success,533,1,Primary Repository
BKP-5703,Active Directory,2026-03-26T20:00,154,Success,438,1,Immutable Repository
BKP-5704,File Services,2026-07-26T21:00,99,Success,44,0,Primary Repository
BKP-5705,PKI,2026-01-14T15:00,110,Success,229,0,SaaS Backup
BKP-5706,Windows Servers,2026-03-12T10:00,156,Success,121,0,AWS Backup Vault
BKP-5707,Windows Servers,2026-07-09T02:00,77,Success,319,0,AWS Backup Vault
BKP-5708,Linux Servers,2026-07-02T22:00,42,Success,28,0,SaaS Backup
BKP-5709,Linux Servers,2026-01-27T01:00,82,Success,814,0,Primary Repository
BKP-5710,AWS RDS,2026-07-14T04:00,29,Success,695,0,SaaS Backup
BKP-5711,AWS RDS,2026-04-09T00:00,76,Success,119,0,Primary Repository
BKP-5712,Active Directory,2026-07-17T12:00,121,Success,792,0,Primary Repository
BKP-5713,Windows Servers,2026-07-21T21:00,137,Success,49,0,Immutable Repository
BKP-5714,Linux Servers,2026-02-22T12:00,85,Success,714,0,SaaS Backup
BKP-5715,PKI,2026-01-05T21:00,93,Success,744,0,SaaS Backup
BKP-5716,Linux Servers,2026-07-26T16:00,76,Success,809,0,AWS Backup Vault
BKP-5717,Microsoft 365,2026-04-29T18:00,135,Failed,141,0,Immutable Repository
BKP-5718,AWS RDS,2026-04-03T10:00,150,Success,223,0,SaaS Backup
BKP-5719,PKI,2026-05-10T16:00,137,Success,746,0,Primary Repository
BKP-5720,Linux Servers,2026-07-25T15:00,46,Success,810,0,Immutable Repository
BKP-5721,Windows Servers,2026-04-17T13:00,20,Success,136,0,AWS Backup Vault
BKP-5722,Windows Servers,2026-01-16T16:00,83,Success,326,1,Immutable Repository
BKP-5723,AWS RDS,2026-01-08T22:00,84,Success,666,0,SaaS Backup
BKP-5724,Windows Servers,2026-05-01T16:00,157,Success,395,0,AWS Backup Vault
BKP-5725,Windows Servers,2026-05-21T19:00,94,Success,116,0,Immutable Repository
BKP-5726,Windows Servers,2026-02-24T00:00,65,Success,329,0,SaaS Backup
BKP-5727,PKI,2026-04-02T22:00,150,Success,698,0,Primary Repository
BKP-5728,AWS RDS,2026-06-03T23:00,105,Success,762,0,AWS Backup Vault
BKP-5729,File Services,2026-07-04T02:00,133,Success,523,1,AWS Backup Vault
BKP-5730,Linux Servers,2026-04-20T14:00,96,Success,27,1,SaaS Backup
BKP-5731,Microsoft 365,2026-03-04T11:00,141,Success,77,0,Primary Repository
BKP-5732,PKI,2026-04-20T13:00,153,Success,106,0,AWS Backup Vault
BKP-5733,Linux Servers,2026-03-26T15:00,114,Success,557,0,Primary Repository
BKP-5734,Linux Servers,2026-07-24T06:00,81,Success,786,0,SaaS Backup
BKP-5735,Active Directory,2026-06-11T06:00,121,Success,512,0,Primary Repository
BKP-5736,AWS RDS,2026-03-06T18:00,103,Success,625,0,AWS Backup Vault
BKP-5737,AWS RDS,2026-05-26T13:00,69,Success,162,0,Primary Repository
BKP-5738,Microsoft 365,2026-04-30T13:00,134,Success,648,0,SaaS Backup
BKP-5739,PKI,2026-07-13T08:00,22,Success,531,0,AWS Backup Vault
BKP-5740,File Services,2026-03-04T15:00,156,Success,382,0,Primary Repository
BKP-5741,Microsoft 365,2026-04-04T00:00,58,Success,546,1,SaaS Backup
BKP-5742,File Services,2026-06-09T04:00,142,Failed,305,0,SaaS Backup
BKP-5743,PKI,2026-03-30T18:00,142,Success,452,0,AWS Backup Vault
BKP-5744,Linux Servers,2026-07-17T02:00,145,Success,333,0,AWS Backup Vault
BKP-5745,Active Directory,2026-03-12T12:00,140,Success,346,0,Immutable Repository
BKP-5746,PKI,2026-02-24T15:00,121,Success,839,0,Primary Repository
BKP-5747,Windows Servers,2026-02-23T02:00,73,Success,830,0,AWS Backup Vault
BKP-5748,Windows Servers,2026-04-22T17:00,26,Success,748,0,SaaS Backup
BKP-5749,Microsoft 365,2026-05-27T20:00,130,Success,344,0,Primary Repository
BKP-5750,PKI,2026-03-08T15:00,126,Success,597,0,AWS Backup Vault
BKP-5751,Windows Servers,2026-01-18T01:00,53,Success,63,0,AWS Backup Vault
BKP-5752,PKI,2026-04-16T08:00,14,Success,809,0,SaaS Backup
BKP-5753,Linux Servers,2026-05-25T05:00,19,Success,239,0,Primary Repository
BKP-5754,Active Directory,2026-06-01T04:00,126,Success,259,0,AWS Backup Vault
BKP-5755,AWS RDS,2026-01-14T07:00,30,Success,326,0,AWS Backup Vault
BKP-5756,File Services,2026-01-23T16:00,160,Success,254,0,Immutable Repository
BKP-5757,Active Directory,2026-07-07T17:00,136,Success,706,0,Immutable Repository
BKP-5758,Linux Servers,2026-05-23T15:00,132,Success,748,0,Immutable Repository
BKP-5759,Windows Servers,2026-06-02T12:00,49,Success,382,0,Primary Repository
BKP-5760,Linux Servers,2026-04-29T04:00,64,Success,499,0,SaaS Backup
BKP-5761,Active Directory,2026-02-09T09:00,49,Success,262,0,Primary Repository
BKP-5762,Microsoft 365,2026-05-27T12:00,146,Success,670,0,SaaS Backup
BKP-5763,Windows Servers,2026-05-03T00:00,45,Success,121,0,SaaS Backup
BKP-5764,Linux Servers,2026-07-21T05:00,100,Success,360,0,Primary Repository
BKP-5765,AWS RDS,2026-02-28T09:00,29,Success,507,0,Primary Repository
BKP-5766,Windows Servers,2026-06-19T15:00,26,Success,709,0,AWS Backup Vault
BKP-5767,Linux Servers,2026-03-20T05:00,47,Success,398,0,SaaS Backup
BKP-5768,File Services,2026-06-03T16:00,118,Success,35,0,Primary Repository
BKP-5769,Active Directory,2026-02-06T13:00,105,Success,3,0,Primary Repository
BKP-5770,AWS RDS,2026-01-15T08:00,157,Success,13,1,AWS Backup Vault
BKP-5771,Linux Servers,2026-01-03T04:00,126,Success,431,0,AWS Backup Vault
BKP-5772,Windows Servers,2026-04-07T13:00,158,Success,54,0,Immutable Repository
BKP-5773,AWS RDS,2026-03-28T07:00,26,Success,214,0,Primary Repository
BKP-5774,AWS RDS,2026-07-17T17:00,119,Success,666,1,Immutable Repository
BKP-5775,Linux Servers,2026-06-11T00:00,90,Success,425,0,Immutable Repository
BKP-5776,Active Directory,2026-05-12T19:00,78,Success,812,0,SaaS Backup
BKP-5777,Windows Servers,2026-06-08T08:00,95,Success,321,0,AWS Backup Vault
BKP-5778,AWS RDS,2026-03-22T15:00,23,Success,596,0,AWS Backup Vault
BKP-5779,AWS RDS,2026-03-08T20:00,41,Success,780,0,SaaS Backup
BKP-5780,Linux Servers,2026-02-10T05:00,32,Success,727,0,Primary Repository
BKP-5781,Windows Servers,2026-02-08T06:00,73,Success,276,0,Primary Repository
BKP-5782,Active Directory,2026-05-06T04:00,159,Success,86,0,Immutable Repository
BKP-5783,PKI,2026-06-28T07:00,75,Success,299,0,Immutable Repository
BKP-5784,Linux Servers,2026-03-19T14:00,117,Success,762,0,Primary Repository
BKP-5785,Windows Servers,2026-01-14T15:00,151,Failed,697,0,AWS Backup Vault
BKP-5786,Microsoft 365,2026-03-11T17:00,15,Success,806,0,SaaS Backup
BKP-5787,PKI,2026-01-01T23:00,82,Success,603,1,Primary Repository
BKP-5788,PKI,2026-02-18T07:00,66,Success,610,0,Primary Repository
BKP-5789,Windows Servers,2026-01-27T14:00,41,Success,619,0,AWS Backup Vault
BKP-5790,File Services,2026-05-23T10:00,12,Success,431,0,AWS Backup Vault
BKP-5791,AWS RDS,2026-06-21T01:00,85,Success,785,0,AWS Backup Vault
BKP-5792,PKI,2026-06-18T17:00,94,Success,683,1,AWS Backup Vault
BKP-5793,Linux Servers,2026-04-30T03:00,140,Success,489,0,Primary Repository
BKP-5794,Microsoft 365,2026-04-19T07:00,112,Success,288,0,Immutable Repository
BKP-5795,Microsoft 365,2026-05-15T06:00,88,Success,94,0,Immutable Repository
BKP-5796,Windows Servers,2026-07-26T09:00,13,Success,557,0,AWS Backup Vault
BKP-5797,Active Directory,2026-06-27T18:00,131,Success,265,0,Immutable Repository
BKP-5798,AWS RDS,2026-05-15T06:00,143,Success,710,0,Immutable Repository
BKP-5799,Windows Servers,2026-04-02T15:00,110,Success,218,0,Immutable Repository
BKP-5800,Active Directory,2026-04-18T00:00,119,Success,391,0,SaaS Backup
BKP-5801,Microsoft 365,2026-05-21T21:00,153,Success,769,0,AWS Backup Vault
BKP-5802,PKI,2026-07-14T06:00,109,Success,781,0,SaaS Backup
BKP-5803,Microsoft 365,2026-03-06T13:00,135,Success,801,0,Primary Repository
BKP-5804,Active Directory,2026-07-27T14:00,123,Success,780,0,SaaS Backup
BKP-5805,File Services,2026-03-21T22:00,128,Success,131,0,Primary Repository
BKP-5806,Active Directory,2026-06-21T07:00,75,Success,253,0,SaaS Backup
BKP-5807,Windows Servers,2026-01-23T13:00,135,Success,342,0,Immutable Repository
BKP-5808,Active Directory,2026-02-08T19:00,25,Success,761,0,SaaS Backup
BKP-5809,Microsoft 365,2026-04-11T00:00,42,Success,659,0,Immutable Repository
BKP-5810,Microsoft 365,2026-06-16T08:00,89,Success,193,0,SaaS Backup
BKP-5811,Windows Servers,2026-07-16T01:00,74,Success,764,0,Primary Repository
BKP-5812,Microsoft 365,2026-04-27T07:00,60,Success,833,0,Primary Repository
BKP-5813,Windows Servers,2026-06-19T09:00,159,Success,244,0,Primary Repository
BKP-5814,Linux Servers,2026-01-27T00:00,76,Success,600,0,Primary Repository
BKP-5815,Linux Servers,2026-01-25T19:00,51,Success,70,0,AWS Backup Vault
BKP-5816,File Services,2026-03-27T09:00,140,Success,826,0,Immutable Repository
BKP-5817,Active Directory,2026-01-31T01:00,155,Success,363,0,SaaS Backup
BKP-5818,Linux Servers,2026-05-23T18:00,84,Success,365,0,AWS Backup Vault
BKP-5819,Microsoft 365,2026-05-05T07:00,105,Success,554,0,Primary Repository
BKP-5820,Linux Servers,2026-04-13T03:00,22,Success,718,0,SaaS Backup
BKP-5821,File Services,2026-06-15T18:00,12,Success,308,1,Primary Repository
BKP-5822,Active Directory,2026-04-22T13:00,72,Success,810,0,AWS Backup Vault
BKP-5823,PKI,2026-03-07T12:00,153,Success,91,1,SaaS Backup
BKP-5824,PKI,2026-04-14T05:00,61,Success,454,0,Primary Repository
BKP-5825,Linux Servers,2026-07-21T06:00,56,Success,461,0,AWS Backup Vault
BKP-5826,AWS RDS,2026-02-17T02:00,63,Success,243,0,SaaS Backup
BKP-5827,Microsoft 365,2026-03-20T05:00,100,Success,781,0,Immutable Repository
BKP-5828,Windows Servers,2026-01-03T11:00,88,Success,426,0,Immutable Repository
BKP-5829,Active Directory,2026-03-18T12:00,116,Success,565,0,SaaS Backup
BKP-5830,Microsoft 365,2026-03-16T03:00,109,Success,14,0,Immutable Repository
BKP-5831,Linux Servers,2026-03-22T11:00,37,Success,397,0,AWS Backup Vault
BKP-5832,File Services,2026-04-04T19:00,87,Success,62,0,Immutable Repository
BKP-5833,Linux Servers,2026-01-27T05:00,76,Success,202,0,AWS Backup Vault
BKP-5834,File Services,2026-01-03T18:00,123,Success,489,0,AWS Backup Vault
BKP-5835,Linux Servers,2026-03-30T20:00,39,Success,502,0,Immutable Repository
BKP-5836,PKI,2026-04-21T00:00,158,Success,732,0,SaaS Backup
BKP-5837,Active Directory,2026-05-23T03:00,84,Success,345,0,AWS Backup Vault
BKP-5838,Active Directory,2026-04-23T07:00,55,Success,404,0,SaaS Backup
BKP-5839,Microsoft 365,2026-05-17T03:00,32,Success,593,0,AWS Backup Vault
BKP-5840,Windows Servers,2026-02-07T06:00,110,Success,504,0,SaaS Backup
BKP-5841,PKI,2026-02-21T20:00,70,Success,99,0,AWS Backup Vault
BKP-5842,File Services,2026-05-21T06:00,102,Success,84,1,SaaS Backup
BKP-5843,Microsoft 365,2026-02-13T06:00,88,Success,128,0,AWS Backup Vault
BKP-5844,PKI,2026-06-10T05:00,63,Success,327,0,Primary Repository
BKP-5845,File Services,2026-05-02T21:00,17,Success,170,0,Immutable Repository
BKP-5846,Linux Servers,2026-02-01T21:00,117,Success,641,0,Immutable Repository
BKP-5847,PKI,2026-01-11T22:00,106,Success,250,0,AWS Backup Vault
BKP-5848,AWS RDS,2026-02-06T02:00,55,Success,98,0,Primary Repository
BKP-5849,PKI,2026-05-17T20:00,129,Success,724,0,Primary Repository
BKP-5850,Linux Servers,2026-01-15T16:00,157,Success,253,1,AWS Backup Vault
BKP-5851,Linux Servers,2026-02-21T23:00,84,Success,390,0,AWS Backup Vault
BKP-5852,Linux Servers,2026-06-19T22:00,79,Success,501,0,SaaS Backup
BKP-5853,AWS RDS,2026-01-26T23:00,121,Success,492,0,Primary Repository
BKP-5854,PKI,2026-07-24T11:00,107,Success,547,0,Primary Repository
BKP-5855,PKI,2026-02-08T19:00,160,Success,233,0,Primary Repository
BKP-5856,Active Directory,2026-07-27T20:00,55,Success,402,0,Immutable Repository
BKP-5857,Microsoft 365,2026-06-18T08:00,148,Success,433,0,SaaS Backup
BKP-5858,PKI,2026-07-03T23:00,15,Success,625,0,AWS Backup Vault
BKP-5859,Active Directory,2026-04-10T18:00,82,Success,260,0,AWS Backup Vault
BKP-5860,PKI,2026-04-18T18:00,113,Success,367,0,Primary Repository
BKP-5861,AWS RDS,2026-02-07T21:00,63,Success,830,0,Immutable Repository
BKP-5862,Windows Servers,2026-04-17T08:00,156,Success,828,0,SaaS Backup
BKP-5863,AWS RDS,2026-07-26T03:00,157,Success,821,1,SaaS Backup
BKP-5864,PKI,2026-06-14T21:00,140,Success,307,0,SaaS Backup
BKP-5865,AWS RDS,2026-05-21T19:00,126,Success,612,0,AWS Backup Vault
BKP-5866,File Services,2026-02-25T22:00,116,Success,171,0,Immutable Repository
BKP-5867,PKI,2026-05-09T23:00,69,Success,716,0,AWS Backup Vault
BKP-5868,Windows Servers,2026-02-20T04:00,121,Success,564,0,Primary Repository
BKP-5869,Microsoft 365,2026-07-16T05:00,128,Success,543,0,AWS Backup Vault
BKP-5870,AWS RDS,2026-06-07T05:00,156,Success,663,0,Immutable Repository
BKP-5871,Active Directory,2026-04-23T00:00,48,Success,220,0,SaaS Backup
BKP-5872,AWS RDS,2026-05-07T18:00,20,Success,333,0,Primary Repository
BKP-5873,Microsoft 365,2026-05-16T17:00,69,Success,366,0,AWS Backup Vault
BKP-5874,Linux Servers,2026-04-23T12:00,30,Success,48,0,SaaS Backup
BKP-5875,Microsoft 365,2026-07-14T14:00,23,Success,335,0,Immutable Repository
BKP-5876,Windows Servers,2026-04-30T22:00,23,Success,215,0,Immutable Repository
BKP-5877,PKI,2026-06-18T17:00,160,Success,845,0,AWS Backup Vault
BKP-5878,AWS RDS,2026-07-23T06:00,41,Success,577,0,Immutable Repository
BKP-5879,Linux Servers,2026-03-26T05:00,126,Success,233,0,AWS Backup Vault
BKP-5880,Windows Servers,2026-01-29T20:00,133,Success,437,0,SaaS Backup
BKP-5881,File Services,2026-05-07T07:00,16,Success,365,0,Immutable Repository
BKP-5882,Active Directory,2026-06-16T00:00,97,Success,78,0,AWS Backup Vault
BKP-5883,Microsoft 365,2026-01-15T09:00,97,Success,374,0,Primary Repository
BKP-5884,Microsoft 365,2026-01-18T11:00,93,Success,117,0,SaaS Backup
BKP-5885,Windows Servers,2026-05-31T12:00,32,Success,777,0,AWS Backup Vault
BKP-5886,Active Directory,2026-06-28T16:00,48,Success,759,0,Immutable Repository
BKP-5887,File Services,2026-05-03T07:00,56,Success,651,0,SaaS Backup
BKP-5888,PKI,2026-07-19T06:00,72,Success,427,0,Immutable Repository
BKP-5889,Windows Servers,2026-04-19T13:00,63,Success,198,0,Primary Repository
BKP-5890,Active Directory,2026-03-30T01:00,128,Success,113,0,Immutable Repository
BKP-5891,File Services,2026-01-19T19:00,89,Success,585,1,SaaS Backup
BKP-5892,Linux Servers,2026-05-18T00:00,100,Success,163,0,SaaS Backup
BKP-5893,Active Directory,2026-04-08T15:00,75,Success,814,0,AWS Backup Vault
BKP-5894,AWS RDS,2026-03-02T20:00,56,Failed,543,0,Primary Repository
BKP-5895,Linux Servers,2026-01-18T00:00,96,Success,428,0,Immutable Repository
BKP-5896,Windows Servers,2026-01-07T14:00,80,Success,97,0,Immutable Repository
BKP-5897,Linux Servers,2026-02-03T09:00,125,Success,78,0,Immutable Repository
BKP-5898,Microsoft 365,2026-04-30T23:00,107,Success,821,0,SaaS Backup
BKP-5899,Linux Servers,2026-06-09T21:00,88,Success,746,0,SaaS Backup
BKP-5900,Microsoft 365,2026-06-01T23:00,86,Success,721,1,AWS Backup Vault
BKP-5901,Linux Servers,2026-06-04T02:00,46,Success,515,0,Primary Repository
BKP-5902,PKI,2026-04-24T02:00,110,Success,462,0,AWS Backup Vault
BKP-5903,Windows Servers,2026-02-12T07:00,74,Success,26,0,SaaS Backup
BKP-5904,AWS RDS,2026-03-30T09:00,117,Success,205,0,SaaS Backup
BKP-5905,PKI,2026-02-19T20:00,87,Success,290,0,Primary Repository
BKP-5906,Linux Servers,2026-07-16T10:00,43,Success,413,0,Primary Repository
BKP-5907,File Services,2026-04-11T23:00,149,Success,185,0,Immutable Repository
BKP-5908,Active Directory,2026-01-22T18:00,155,Success,272,0,SaaS Backup
BKP-5909,Active Directory,2026-07-17T01:00,15,Success,297,1,Primary Repository
BKP-5910,File Services,2026-05-04T16:00,27,Success,491,0,Primary Repository
BKP-5911,Active Directory,2026-01-31T21:00,151,Failed,138,1,Primary Repository
BKP-5912,PKI,2026-07-28T06:00,125,Success,539,0,SaaS Backup
BKP-5913,Linux Servers,2026-02-15T14:00,98,Success,638,0,SaaS Backup
BKP-5914,PKI,2026-05-25T15:00,85,Success,87,0,AWS Backup Vault
BKP-5915,File Services,2026-03-15T05:00,89,Success,801,1,SaaS Backup
BKP-5916,Active Directory,2026-03-29T09:00,54,Success,564,0,AWS Backup Vault
BKP-5917,Active Directory,2026-04-11T13:00,159,Success,790,0,AWS Backup Vault
BKP-5918,File Services,2026-04-18T14:00,79,Success,105,0,Immutable Repository
BKP-5919,Windows Servers,2026-01-30T11:00,85,Success,22,0,SaaS Backup
BKP-5920,File Services,2026-03-11T07:00,73,Success,188,0,AWS Backup Vault
BKP-5921,AWS RDS,2026-01-17T19:00,71,Success,161,0,Immutable Repository
BKP-5922,Linux Servers,2026-03-31T06:00,127,Success,626,0,SaaS Backup
BKP-5923,File Services,2026-06-06T08:00,125,Success,661,0,Immutable Repository
BKP-5924,Linux Servers,2026-04-23T19:00,42,Success,181,0,Immutable Repository
BKP-5925,Microsoft 365,2026-06-02T12:00,145,Success,42,0,Primary Repository
BKP-5926,AWS RDS,2026-05-09T03:00,88,Success,145,0,AWS Backup Vault
BKP-5927,Microsoft 365,2026-04-26T12:00,71,Success,542,0,Primary Repository
BKP-5928,AWS RDS,2026-03-08T00:00,90,Success,265,1,Primary Repository
BKP-5929,File Services,2026-06-15T03:00,117,Success,84,0,Primary Repository
BKP-5930,File Services,2026-02-01T15:00,36,Success,214,0,Immutable Repository
BKP-5931,Active Directory,2026-06-16T21:00,64,Success,535,0,Primary Repository
BKP-5932,Microsoft 365,2026-01-06T06:00,57,Success,788,0,SaaS Backup
BKP-5933,Active Directory,2026-03-18T07:00,56,Success,257,0,Immutable Repository
BKP-5934,Active Directory,2026-03-17T21:00,126,Success,119,0,AWS Backup Vault
BKP-5935,Microsoft 365,2026-01-25T20:00,21,Success,479,0,AWS Backup Vault
BKP-5936,Microsoft 365,2026-01-07T20:00,19,Success,412,0,Immutable Repository
BKP-5937,Active Directory,2026-05-24T01:00,81,Success,714,0,Primary Repository
BKP-5938,PKI,2026-01-27T03:00,56,Success,793,0,SaaS Backup
BKP-5939,Windows Servers,2026-07-02T23:00,65,Success,233,0,Immutable Repository
BKP-5940,PKI,2026-01-16T13:00,97,Success,4,0,AWS Backup Vault
BKP-5941,Active Directory,2026-01-04T15:00,142,Success,85,0,Primary Repository
BKP-5942,Linux Servers,2026-05-24T13:00,48,Success,92,0,Primary Repository
BKP-5943,PKI,2026-01-14T04:00,140,Success,568,0,Immutable Repository
BKP-5944,Windows Servers,2026-07-03T11:00,84,Success,581,0,SaaS Backup
BKP-5945,File Services,2026-04-15T19:00,139,Success,294,1,AWS Backup Vault
BKP-5946,AWS RDS,2026-05-16T09:00,22,Success,619,0,SaaS Backup
BKP-5947,PKI,2026-04-23T02:00,128,Success,646,0,SaaS Backup
BKP-5948,Windows Servers,2026-07-24T12:00,89,Success,3,1,Primary Repository
BKP-5949,File Services,2026-05-12T20:00,20,Success,709,0,SaaS Backup
BKP-5950,Active Directory,2026-04-10T18:00,44,Success,241,0,AWS Backup Vault
BKP-5951,Microsoft 365,2026-02-06T08:00,35,Success,683,0,SaaS Backup
BKP-5952,Linux Servers,2026-03-27T22:00,33,Success,139,0,Immutable Repository
BKP-5953,File Services,2026-06-12T21:00,79,Success,317,0,Immutable Repository
BKP-5954,Microsoft 365,2026-01-27T02:00,121,Success,262,0,AWS Backup Vault
BKP-5955,Linux Servers,2026-04-02T23:00,125,Success,571,0,Immutable Repository
BKP-5956,Active Directory,2026-07-09T09:00,97,Success,570,0,Immutable Repository
BKP-5957,Active Directory,2026-06-17T14:00,84,Success,698,0,Primary Repository
BKP-5958,Windows Servers,2026-05-12T00:00,84,Success,609,0,AWS Backup Vault
BKP-5959,Microsoft 365,2026-05-29T17:00,111,Success,434,0,AWS Backup Vault
BKP-5960,Microsoft 365,2026-05-09T13:00,98,Success,414,1,Immutable Repository
BKP-5961,Active Directory,2026-04-12T13:00,25,Success,357,0,AWS Backup Vault
BKP-5962,AWS RDS,2026-06-02T13:00,25,Success,176,0,AWS Backup Vault
BKP-5963,Linux Servers,2026-01-31T09:00,102,Success,604,0,Immutable Repository
BKP-5964,AWS RDS,2026-04-01T19:00,37,Success,671,0,AWS Backup Vault
BKP-5965,Linux Servers,2026-06-02T15:00,16,Success,423,0,SaaS Backup
BKP-5966,Active Directory,2026-06-16T03:00,141,Success,580,1,SaaS Backup
BKP-5967,Microsoft 365,2026-07-15T03:00,133,Success,439,0,Primary Repository
BKP-5968,AWS RDS,2026-06-01T20:00,143,Success,745,0,Immutable Repository
BKP-5969,Windows Servers,2026-02-28T15:00,33,Success,732,0,Primary Repository
BKP-5970,Microsoft 365,2026-06-10T12:00,80,Success,333,0,Primary Repository
BKP-5971,Windows Servers,2026-06-02T23:00,63,Success,681,0,Primary Repository
BKP-5972,Windows Servers,2026-02-16T16:00,104,Success,616,0,AWS Backup Vault
BKP-5973,File Services,2026-01-18T14:00,111,Success,213,0,SaaS Backup
BKP-5974,PKI,2026-07-23T10:00,97,Success,248,0,Immutable Repository
BKP-5975,AWS RDS,2026-01-19T07:00,61,Success,453,0,Immutable Repository
BKP-5976,Linux Servers,2026-03-25T04:00,17,Success,588,0,SaaS Backup
BKP-5977,Linux Servers,2026-07-25T09:00,82,Success,541,0,SaaS Backup
BKP-5978,PKI,2026-02-03T05:00,152,Success,395,0,SaaS Backup
BKP-5979,AWS RDS,2026-05-11T00:00,119,Success,797,0,AWS Backup Vault
BKP-5980,PKI,2026-05-22T05:00,80,Success,598,0,Immutable Repository
BKP-5981,Microsoft 365,2026-03-05T22:00,138,Success,325,1,SaaS Backup
BKP-5982,Linux Servers,2026-03-21T14:00,18,Success,173,0,AWS Backup Vault
BKP-5983,AWS RDS,2026-03-04T02:00,133,Success,609,0,Primary Repository
BKP-5984,AWS RDS,2026-03-06T21:00,159,Success,535,0,SaaS Backup
BKP-5985,Microsoft 365,2026-04-08T13:00,63,Success,524,0,AWS Backup Vault
BKP-5986,Microsoft 365,2026-06-20T14:00,90,Success,734,0,Primary Repository
BKP-5987,Linux Servers,2026-02-15T03:00,62,Success,142,0,Immutable Repository
BKP-5988,Linux Servers,2026-04-10T01:00,79,Success,190,0,Primary Repository
BKP-5989,File Services,2026-03-30T12:00,126,Success,282,1,Immutable Repository
BKP-5990,AWS RDS,2026-05-27T05:00,52,Success,91,0,Primary Repository
BKP-5991,AWS RDS,2026-01-28T11:00,105,Success,379,0,Immutable Repository
BKP-5992,Microsoft 365,2026-04-01T08:00,134,Success,705,0,SaaS Backup
BKP-5993,Windows Servers,2026-04-11T14:00,129,Success,554,0,Immutable Repository
BKP-5994,PKI,2026-05-06T07:00,46,Success,210,0,Immutable Repository
BKP-5995,Active Directory,2026-05-08T11:00,105,Success,423,0,SaaS Backup
BKP-5996,Active Directory,2026-07-23T09:00,159,Success,611,0,Primary Repository
BKP-5997,Linux Servers,2026-05-28T14:00,27,Success,824,0,Primary Repository
BKP-5998,Windows Servers,2026-04-01T15:00,109,Success,155,0,Immutable Repository
BKP-5999,Linux Servers,2026-03-18T10:00,30,Success,109,0,Primary Repository
BKP-6000,Linux Servers,2026-06-29T07:00,78,Success,583,0,Immutable Repository
BKP-6001,Microsoft 365,2026-06-22T06:00,31,Success,636,0,Immutable Repository
BKP-6002,Linux Servers,2026-02-18T18:00,44,Success,845,0,Primary Repository
BKP-6003,File Services,2026-01-06T17:00,155,Success,601,0,AWS Backup Vault
BKP-6004,Linux Servers,2026-05-17T13:00,40,Success,624,0,Immutable Repository
BKP-6005,AWS RDS,2026-07-23T04:00,100,Success,161,0,AWS Backup Vault
BKP-6006,Windows Servers,2026-07-29T23:00,86,Success,776,0,AWS Backup Vault
BKP-6007,Windows Servers,2026-06-27T07:00,28,Success,100,0,Immutable Repository
BKP-6008,Microsoft 365,2026-07-07T16:00,106,Success,696,1,SaaS Backup
BKP-6009,PKI,2026-02-24T02:00,118,Success,275,1,Primary Repository
